task,controller,seed,robot_count,steps,duration_s,success,aggregation_score,collision_rate,convergence_time_s,cooperative_push_fraction,coverage_fraction,coverage_score,coverage_time_s,delivery_time_s,largest_component_fraction,maximum_simultaneous_pushers,mean_command_effort,mean_distance_traveled_m,mean_nearest_neighbor_distance_m,mean_push_alignment,object_goal_distance_m,peak_coverage_fraction,polarization,pusher_utilization,swarm_radius_m,transport_progress,transport_score
coverage,random,1017,16,600,60.00000000000058,0,,0.11979166666666667,,,0.42592592592592593,0.40196759259259257,60.00000000000058,,,,0.6660366874531386,11.42542897805424,0.5312477435258631,,,0.5324074074074074,,,,,
coverage,random,1018,16,600,60.00000000000058,0,,0.14708333333333334,,,0.4166666666666667,0.38725000000000004,60.00000000000058,,,,0.6742682014222621,11.527678506216164,0.5004601342650861,,,0.49074074074074076,,,,,
coverage,random,1019,16,600,60.00000000000058,0,,0.14833333333333334,,,0.49537037037037035,0.4657037037037037,60.00000000000058,,,,0.6538984139385369,11.114647280254635,0.5937286574792164,,,0.5416666666666666,,,,,
coverage,stationary,1000,16,600,60.00000000000058,0,,0.0,,,0.1712962962962963,0.1712962962962963,60.00000000000058,,,,0.0,0.0,0.2547531206745079,,,0.1712962962962963,,,,,
coverage,stationary,1001,16,600,60.00000000000058,0,,0.0,,,0.1527777777777778,0.1527777777777778,60.00000000000058,,,,0.0,0.0,0.2605223005424876,,,0.1527777777777778,,,,,
coverage,stationary,1002,16,600,60.00000000000058,0,,0.0,,,0.16666666666666666,0.16666666666666666,60.00000000000058,,,,0.0,0.0,0.3008265518458282,,,0.16666666666666666,,,,,
coverage,stationary,1003,16,600,60.00000000000058,0,,0.0,,,0.16203703703703703,0.16203703703703703,60.00000000000058,,,,0.0,0.0,0.25346207503047813,,,0.16203703703703703,,,,,
coverage,stationary,1004,16,600,60.00000000000058,0,,0.0,,,0.16203703703703703,0.16203703703703703,60.00000000000058,,,,0.0,0.0,0.2773027639952121,,,0.16203703703703703,,,,,
coverage,stationary,1005,16,600,60.00000000000058,0,,0.0,,,0.16666666666666666,0.16666666666666666,60.00000000000058,,,,0.0,0.0,0.2733759953044592,,,0.16666666666666666,,,,,
coverage,stationary,1006,16,600,60.00000000000058,0,,0.0,,,0.16203703703703703,0.16203703703703703,60.00000000000058,,,,0.0,0.0,0.27944931022039965,,,0.16203703703703703,,,,,
